875	期待しているのか、エルフはぶるっと小さな体を震わせた。
877	「うん、もっと気持ちいいことだよ……」
879	エルフの唇を奪うと、エルフは嬉しそうに俺の仕草を真似てくちづけを返してきた。
881	嫌がられてはいないみたいだ。
890	【エルフ】「んむっ……えへへ……ちゅーされてる……んふぁ……ちゅ……ちゅる……」
892	舌の動きは拙いものだったけど、嬉しそうなしぐさはそれだけで充分に俺の興奮を掻き立てるものだった。
894	求められているという悦びが、一層俺のモノに力を蓄えさせる。
896	俺は指に潤滑剤がわりに薬を纏わせ、射精したばかりで別の生き物のように蠢いている袋の下にある小さなすぼまりへと這わせた。
898	「あぁ、あったあった。エルフにもちゃんと、この穴はあるんだな」
907	【エルフ】「ひやぁあっ……そこ……くすぐった……」
909	「くすぐったいの、気持ちよくなるってさっきのでわかっただろう？」
913	【エルフ】「う、うん……」
915	少し身を固くしたエルフの緊張を解きほぐそうと、そっと耳に息を吹きかける。
919	【エルフ】「ひゃあっ！」
921	「ここを使えば、君も俺も一緒に気持ち良くなれるんだよ」
925	【エルフ】「……いっしょに、きもちいく？」
927	「そう、一緒にだ」
936	【エルフ】「そっかぁー……いっしょかぁ……」
938	何が嬉しいのか、エルフは途端にニコニコとしはじめた。
940	「そうそう……一緒に、気持ち良く……ね」
942	俺の下腹部でだいぶ前から主張し始めている剛直は、もうごまかしも聞かないほどに張りつめ脈打っている。
944	この小さな体で俺のモノを受け入れることが可能かどうかは微妙なところだが、俺の方も吐き出さなくてはどうにかなってしまいそうだ。
946	俺はぐいっと、エルフの窄まりに指を押し込んだ。
955	【エルフ】「いっ……はいって……きたぁ……！？」
957	指を入れられて驚いたのか、エルフは目を白黒させ、俺に縋りついてきた。
959	「大丈夫、大丈夫。痛くない、痛くない」
961	俺はエルフをなだめながら、ぐりぐりと強引に指で穴をくじっていく。
963	突然の挿入に強張っていたそこは円を描くように解していくと、少しづつ柔らかく俺の指を受け入れようとしてくれる。
967	【エルフ】「あぁっ……ひゃあっ……ぐりぐりうごかして……！？」
969	まんこがない以上、入れるとしたらここしかないだろう。
971	女でもこっちを好むという奴もいるらしいし、この穴でも性行為はできるはずだ。
975	【エルフ】「お、おしりのあな……ひろがっちゃうよぉ」
977	「広げてるんだよ。俺のを入れるときに痛くないようにね」
979	中は生温かくてぐにぐにとして、指を突っ込んでいるだけでも気持ち良かった。
981	……この中に今から突っ込むんだ。
990	【エルフ】「お、おれの……？　ニンゲンさんのなに？　あっ……なかで……ゆびぃ……うごいてるぅ……」
992	ゆっくりと押し込んでいくと、意外に根元まで指を入れるのはそれほど難しくなかった。
994	締め付けが強いのは入口だけで、内部は柔らかくむしろ喜んで指を受け入れているようにさえ思える。
996	中で指を曲げたり伸ばしたりしながら、くちっくちっと押し広げるようにして、入口を広げていく。
998	「ほら、もっと力抜いて……痛くない？」
1002	【エルフ】「う、うぅん……いたくないけど、ヘンなかんじ……するう……」
1004	「そっか……じゃ、これはどう？」
1006	指を増やし、ぐっと指を曲げるとエルフはびくっと腰を跳ね上がらせた。
1010	【エルフ】「にゃあぁあっ！　おしりのあな、もっとひろがって……へんなかんじぃ……」
1012	「変な感じなだけ？　嫌じゃない？」
1016	【エルフ】「い、いやじゃないけどぉ……あっ……あうぅんっ……ひろげ、られちゃう……ひろがっちゃってるよぉ……」
1018	そろそろと指を二本揃えて入れ、開いたり、擦り合わせるように動かしたりと変化をつけても、エルフは気持ちよさそうだった。
1020	いける……か？
1022	俺のモノは指よりもだいぶ太い。指が３本入るくらいまでは広げたいところだが、そろそろ我慢も限界だ。
1024	俺は下履きに手を突っ込むと、猛り狂った肉棒を掴みだした。
1033	【エルフ】「わぁっ！　……ニンゲンさんのおちんちんすごいねぇ、おっきいねぇ、ぼくのとぜんぜんカタチがちがうねぇ」
1035	勃起した大人チンポを見るのは初めてなのか、エルフは目を丸くする。
1037	「君だってすぐにこうなるさ」
1039	若干の誇らしさを覚え、適当なことを言いながら、俺はエルフの窄まりに先端を押し当てた。
1048	【エルフ】「えっ……？　ニンゲンさんのっておちんちんのこと！？　むりだよっ！　そんなおっきいのはいんないよっ！」
1050	「っ……やっぱり、まだ無理、か？」
1052	挿入にはまだ事を急ぎ過ぎたかもしれず、指を抜いた途端きっちりと口を閉じたそこは、容易には俺の逸物を受け入れてくれない。
1054	ぐりぐりと先端を押し付けると、それだけでもめまいがするくらいに気持ちよかった。
1063	【エルフ】「いっ……いつっ……やぁんっ……！　むりだよぉ……！　はいんないよぉ！」
1065	さっきまでのニコニコ顔とは一転、強引に侵入を果たそうとする肉棒にエルフは首を振った。
1067	「大丈夫、入るって。指だって入っただろ？　さ、力抜いて」
1071	【エルフ】「ゆ、ゆびは……はいったけど……おちんちんは、ゆびよりずっとおっきいよ……」
1073	「広がるから大丈夫」
1075	いい加減になだめながら、俺はぐいぐいと腰を進めていく。
1077	「ぬめりが足りないのかな……」
1079	残っている脂薬をありったけ塗り込めて、ぬめりを足しながら、ぐっぐっと強く押し付ける。
1081	すぼまりの抵抗は強かったが、少しづつ前に進んではいるような気がした。
1085	【エルフ】「やぁあぁあっ！　……おしりさけちゃうぅ……！　いたいよぉ……！　きもちいくないよぉ！」
1087	じたばたと暴れようとするエルフを押さえつけ、ぐいっと腰を進めると、ぎゅちっとひときわ強い抵抗があって、ぬぽんと一気に中に収まった。
1089	「ほら……」
1093	【エルフ】「う、ううう……ニンゲンさんのおちんちんぜんぶはいっちゃった……おちんちんぬいてぇ……おしりさけちゃう……さけちゃうってばぁ……」
1095	深く肉の楔で穿たれて身動きできなくなったエルフはいやいやをするように首を振った。
1097	「一回入っちゃったから大丈夫だって。これから気持ち良くなるから」
1099	挿入を果たしてしまえば、不思議に余裕のようなものが生まれて、俺はそっとエルフの髪を撫でた。
1103	【エルフ】「……ほんとぉ……？」
1105	撫でられるのが気持ちいいのか、エルフは抵抗をやめ、目を細めた。
1107	「あぁ、ほんとうだよ。もし裂けてたら、責任持って舐めてあげるから」
1111	【エルフ】「じゃ……じゃあ……がまんするう……なめたらおケガなおるもんね？」
1113	エルフは健気にもきゅっと口を閉じると、我慢するぞと覚悟を決めたように身を強張らせた。
1115	「ほら、そうやって力を入れると、余計に痛いぞ」
1117	俺はエルフの髪を撫でて、ゆっくりとゆっくりと動き始めた。
1121	【エルフ】「うわぁ……あぁあぁ……なかでずるぅって……うごいてるぅ……」
1123	指よりもさらに奥まで深く肉棒が届く。
1125	指を入れた時も思ったように、狭いのは入り口だけで、中は案外余裕も奥行きもあるようだ。
1127	そのくせ温かく、内壁が絡みついてくるのだからたまらなかった。
1129	今までに感じたことがないような気持ち良さだ。
1133	【エルフ】「はぁあ……おしりのなか……あつぅい……」
1135	エルフが切なげな吐息を漏らした。
1139	【エルフ】「うにゅうぅ……おしりひろがっちゃって……ヘンなかんじ……おなかのなか、ぜんぶにおちんちんはいってるみたぁい……」
1141	もどかしげに身をくねらせながら、挿入の痛みで縮こまったエルフの可愛らしいそれも、再び屹立の兆しを見せ始めていた。
1143	「……こっちもしてあげれば、おしりの方が気にならなくなるかな？」
1147	【エルフ】「あうぅっ！？　おしりにおちんちんいれたまま、おちんちんさわっちゃだめだよぅっ！？　き……きもちよすぎて……」
1149	「……いっぱい気持ちよくなっていいんだよ」
1153	【エルフ】「う、うん……おちんちんのうらっかわ……ニンゲンさんのおちんちんがつついてるぅ……」
1155	ゆっくりとした往復運動をしていると、だんだんと射精欲求が高まってきた。
1159	【エルフ】「あぁっ！？　はぁっ！？　ニンゲンさんのうごき、はげしすぎるっ！　おなかにずんずんひびくよぉっ！？」
1161	「……っくぅ、これもたないかも。も、もういきそう……」
1165	【エルフ】「……いく？　いくぅ……？　どこ……いくの？」
1167	「……さっき、白いの、出した時、気持ち良かった、だろ？　今度は、俺のおちんちんからも、白いのが、出るんだ」
1171	【エルフ】「……それが、いく、ってこと？」
1173	「そう……白いのが、出るのは、射精、っていって、その時に気持ち良くなるのが、いく、だよ」
1177	【エルフ】「……じゃ、じゃあ……ぼ、ぼくも……いくぅ……また、いっちゃう……おちんちんから、しろいの、でそう」
1179	「……うん、いこう。たっぷり精液出して、あげる、から、一緒に、いこう」
1188	【エルフ】「ぁあっ……ぼくの……なかで……ニンゲンさんの……おちんちん……ビクビク……してるぅっ！」
1190	狭い入口が極限まで肥大し張りつめた俺自身を強く扱く。
1192	「いくよ……っ」
1196	【エルフ】「ぼくもっ……ぼくも……いくぅっ！」
1198	その感触はぎゅっと強く握りしめられているのにも似ていて、精輸管を精液が通り抜けていくのもひりひりするほどだった。
1202	【エルフ】「あくぅっ……！？　うぅっ！？　おなかのなかあつい、あっついよぉっ！？　あついのがおなかのなかたたいてるっ！？」
1207	長く長く腸の奥深くまで届けと言わんばかりに勢いよく射精した。
1211	【エルフ】「にゃあっ……おなかの……なかぁっ……あったかいの……いっぱいでてるっ……きもちいよぉ……」
1216	腹の中で暴れる俺の肉槍と共にエルフの小さな肉棒もぷるんと精液を吐き出した。
1225	【エルフ】「ふにゅうぅ……はぁあああ……ぼくも、いっちゃっ、たぁ……」
1236	射精を終えたあと肉棒を引き抜くと、エルフは横たわったままとろんとした表情でつぶやいた。
1245	【エルフ】「はぁあああああ……きもちいかったぁ……ニンゲンさんはいろんなこと、しってるねぇ……」
1247	……これって強姦になるんだろうか？
1249	俺が身支度を整えても、エルフは動こうともしない。
1251	さっきまでくるくる動いていたことを考えたら、さながらぜんまいが切れた人形のようだ。
1253	「……ほら、手を上げて。ここ、縛ればいいのかな？」
1261	【エルフ】「う、うん……ありがとぉ……」
1263	解けた肩の布を直してあげてもけだるそうにしているのは、よほどさっきまでの行為が気持ち良かったのか、それとも……。
1265	「どっか痛かったり、辛かったり、する？」
1267	思わず心配になって聞くと、エルフはぷるぷると首を振った。
1275	【エルフ】「だぁいじょうぶ……ニンゲンさんは、やさしいねぇ……えへへ」
1277	服を着せられて少し元気を取り戻したのか、エルフが俺にしがみついてくる。
1279	ぴとっと可愛い子に抱きつかれれば、悪い気はしない。
1281	「そういえば……」
1287	いつまでも『ニンゲンさん』もなんだと思い、名乗ったけどエルフはきょとんとしている。
1289	「……何か、言うことないの？」
1293	【エルフ】「ありがとうはいったよ？」
1295	念を押しても、エルフはきょとんとしたままだ。
1297	「そうじゃなくて、名前……」
1301	【エルフ】「なまえ？　おなまえ？　……ふにゅう？」
1303	「……名乗られたら名乗り返すのが常識じゃないのか？」
1311	【エルフ】「おなまえ！　さっきの、ニンゲンさんのおなまえ？　へんなのぉ……かわってるねぇ」
1313	エルフの風習は人間のものとは少し違うのかもしれない。
1315	何か事情があり名乗れないのかな。
1317	それともエルフには、個体名はないとか。
1321	【エルフ】「ニンゲンさんは、ニンゲンさんじゃないの？」
1323	「俺は人間だけど……」
1327	【エルフ】「そだよねー。ニンゲンさんがニンゲンさんなら、ぼくニンゲンさんこわくなぁいー」
1329	エルフはぴょんっと立ちあがると、また俺の周りを回り始めた。
1331	……こんなに元気なら大丈夫そうか。
1333	「さて、じゃあ俺はもう行くよ」
1337	【エルフ】「ニンゲンさん、きもちい？」
1339	「……違う、今のは移動するって意味」
1343	【エルフ】「そかー！　いどうするいみかー！」
1345	しかし、思わぬところで時間をくったな。
1347	……どうにかして夜露をしのげるところを探さないと、野宿する羽目になるぞ。
1349	「村を出る前に調べた、山小屋がこの近くならいいんだけど……」
1357	【エルフ】「ふんふーん、ふんふんふーん♪」
1359	「って、何で君は付いてきてるの？」
1367	【エルフ】「ふぇ？」
1369	エルフは思いがけないことを言われたと言わんばかりにびっくりしている。
